"address","city","country","gmaps_place_id","gmaps_url","key","lat","lng","location_name","motto","name","nickname","postal_code","rookie_year","school_name","state_prov","team_number","website"
NA,"Rochester","USA",NA,NA,"frc201",NA,NA,NA,NA,"General Motors Research and Development/The FCA Foundation/  Rochester Community Schools/TARDEC - NDEP/Bosch/The State of Michigan/Driven Engineered Solutions/Continental/Oakland University School of Engineering & Computer Science/Genisys Credit Union/Janoptik &Rochester High School","The FEDS","48307",1998,"Rochester High School","Michigan",201,"http://www.feds201.com/"
NA,NA,NA,NA,NA,"frc202",NA,NA,NA,NA,"Team 202","Team 202",NA,NA,NA,NA,202,NA
NA,"Sicklerville","USA",NA,NA,"frc203",NA,NA,NA,NA,"Campbell's Soup/Lockheed Martin/Team #203 Family Robotics Boosters Organization/Camden County Technical Schools Board of Education&Camden Co Tech Sch-Gloucester","SOUPer BOTS","08081",1998,"Camden Co Tech Sch-Gloucester","New Jersey",203,"https://team203.com"
NA,"Voorhees","USA",NA,NA,"frc204",NA,NA,NA,NA,"Lockheed Martin/Eastern Regional High School Board of Education/Eastern Educational Foundation&Eastern High","Eastern Robotic Vikings","08043",1998,"Eastern High","New Jersey",204,"http://www.team204.tk/"
NA,"Hawthorne","USA",NA,NA,"frc207",NA,NA,NA,NA,"Walt Disney Imagineering/The Boeing Company/Space X/Northrop Grumman Aerospace Systems/Idustrial Metal Supply/Cooler Master&Hawthorne High School","METALCRAFTERS","90250",1999,"Hawthorne High School","California",207,"http:///HHSCouagrs.org/engineeing "
NA,"North Dighton","USA",NA,NA,"frc209",NA,NA,NA,NA,"Texas Instruments & Dighton Rehoboth Regional High School","DRRT","02764",1999,NA,"MA",209,NA
NA,"Rochester","USA",NA,NA,"frc211",NA,NA,NA,NA,"Eastman Kodak Company & John Marshall High School","MAK","14652",1999,NA,"NY",211,"http://www.rcsdk12.org/marshall/index.html "
NA,"Miami","USA",NA,NA,"frc212",NA,NA,NA,NA,"Dr. Michael Krop High School","Robotics And Creative Engineering","33179",1999,NA,"FL",212,"http://www.firstrobotics.net/212		  	"
NA,"Keene","USA",NA,NA,"frc213",NA,NA,NA,NA,"Timken/Markem Imaje/Rolls Royce/G S Precision Inc./Whelen&Keene High School","The Dirty Birds","03431",1999,"Keene High School","New Hampshire",213,"http://www.firstinspires.org/"
NA,"El Paso","USA",NA,NA,"frc215",NA,NA,NA,NA,"Team 215","Team 215","79901",1999,NA,"TX",215,NA
NA,"Grandville","USA",NA,NA,"frc216",NA,NA,NA,NA,"Hepfer & Associates & Grandville High School","More RoboDawgs","49418",1999,"Grandville High School","Michigan",216,"http://www.firstinspires.org/"
NA,"Sterling Heights","USA",NA,NA,"frc217",NA,NA,NA,NA,"Ford Motor Company/Aptiv Foundation/Detronic Industries&Utica Community Schools","ThunderChickens","48314",1999,"Utica Community Schools","Michigan",217,"http://www.thunderchickens.org"
NA,"Washington","USA",NA,NA,"frc219",NA,NA,NA,NA,"Picatinny-DoD/STEM/Google/Arxscan&Warren Hills Regional High Sch","Team Impact 219","07882",1999,"Warren Hills Regional High Sch","New Jersey",219,"https://team219.org/"
NA,"Houghton","USA",NA,NA,"frc221",NA,NA,NA,NA,"Team 221","Team 221","49931",1999,NA,"MI",221,NA
NA,"Tunkhannock","USA",NA,NA,"frc222",NA,NA,NA,NA,"Tunkhannock Robotics Booster Club/Guyette Communication/Procter and Gamble/Greenman-Pedersen, Inc./Samepage&Tunkhannock High School","Tigertrons","18657",1999,"Tunkhannock High School","Pennsylvania",222,"http://tigertrons.net/"
NA,"Wanaque","USA",NA,NA,"frc223",NA,NA,NA,NA,"Johnson & Johnson/Turner/Eagle Electric/Flemington Instruments and Controls/Picatinny STEM/Reno's Appliances/PatchAmp/Computer Solutions by Dave&Lakeland Regional High School","Xtreme Heat","07465",1999,"Lakeland Regional High School","New Jersey",223,"http://www.team223.com"
NA,"Piscataway","USA",NA,NA,"frc224",NA,NA,NA,NA,"Mars International / ARDEC Picatinny - NDEP / F&A Machine & Piscataway Township High Sch","The Tribe","08854",1999,"Piscataway Township High Sch","New Jersey",224,"https://team224.github.io/main/"
NA,"York","USA",NA,NA,"frc225",NA,NA,NA,NA,"Caterpillar/TE Connectivity/St. Onge Company/Coupling Corporation of America/BAE Systems/Lone Mouontain Ventures LLC/York Country Day School/Acco Material Handling/PennAir/The Martin Family/The Krtanjek Family/JMT/The Edris Family Trust&TechFire Robotics of York","TechFire","17402",1999,"TechFire Robotics of York","Pennsylvania",225,"http://www.techfire225.com/"
NA,"Troy","USA",NA,NA,"frc226",NA,NA,NA,NA,"General Motors/Apple/Michigan Department of Education/The FCA Foundation, the charitable arm of Stellantis/Troy Community Foundation/Kettering University Alumni Association&Troy High School","Hammerheads","48098",1999,"Troy High School","Michigan",226,"http://www.hammerhead226.org/"
NA,NA,NA,NA,NA,"frc227",NA,NA,NA,NA,"Team 227","Team 227",NA,NA,NA,NA,227,NA
NA,"Meriden","USA",NA,NA,"frc228",NA,NA,NA,NA,"United Technologies / Trail of Terror / Meriden Board of Education / Mountain View Power Eqiupment / Micro Insert Inc. / R&D Precision / The Meriden Foundation / Companion Industries / Hobson Motzer / Component Engineers & H C Wilcox Voc Tech School & Mark T Sheehan High School & Francis T Maloney High School & Orville H Platt High School","GUS Robotics","06450",1999,"Mark T Sheehan High School & H C Wilcox Voc Tech School & Francis T Maloney High School & Orville H Platt High School","Connecticut",228,"http://www.team228.org"
NA,"Potsdam","USA",NA,NA,"frc229",NA,NA,NA,NA,"Clarkson University / E/One / Lockheed Martin / Stewart's Shops / Italian Affair / SeaComm Federal Credit Union / Massena Savings and Loan / Verizon / Jefford's Steel and Engineering Company / Corning & Norwood-Norfolk Sr High School & Massena High School","Division By Zero","13699",1999,"Norwood-Norfolk Sr High School & Massena High School","New York",229,"http://www.team229robotics.com"
NA,"Shelton","USA",NA,NA,"frc230",NA,NA,NA,NA,"United Technologies/Sikorsky, Lockheed Martin/OEM Controls/Shelton Public School System/Hubbell/Intuitive Surgical/Logicbroker/Valley Community Foundation & Shelton High School","Gaelhawks","06484",1999,"Shelton High School","Connecticut",230,"http://team230.org"
NA,"Pasadena","USA",NA,NA,"frc231",NA,NA,NA,NA,"NASA/Texas Workforce Commisson/Oceaneering Space Systems&Pasadena Independent School District","High Voltage","77502",1998,"Pasadena Independent School District","Texas",231,"http://www.team231.com"
NA,"Napa","USA",NA,NA,"frc232",NA,NA,NA,NA,"Team 232","Team 232","94558",1999,NA,"CA",232,NA
NA,"Rockledge","USA",NA,NA,"frc233",NA,NA,NA,NA,"NASA Kennedy Space Center/School Board of Brevard County/Lockheed Martin/Magnus Hi-Tech/Bechtel&Cocoa Beach Jr Sr High School&Space Coast Jr Sr High School&Rockledge High School","The Pink Team","32955",1999,"Rockledge High School & Cocoa Beach Jr Sr High School & Space Coast Jr Sr High School","Florida",233,"http://www.thepinkteam.net"
NA,"Indianapolis","USA",NA,NA,"frc234",NA,NA,NA,NA,"Allison Transmission / Rolls-Royce / Morris Machine / Dow AgriScience / Our Proud Grandmas & Perry Meridian High School","Cyber Blue","46217",1999,"Perry Meridian High School","Indiana",234,"http://cyberblue234.com"
NA,"Warren","USA",NA,NA,"frc235",NA,NA,NA,NA,"DaimlerChrysler/WarrenStamping & Fitzgerald High & A. Philip Randolph & Denby","Motown Live Wires","48091",1999,NA,"MI",235,"http://team235.netfirms.com"
NA,"Old Lyme","USA",NA,NA,"frc236",NA,NA,NA,NA,"Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools/Dominion Millstone Power Station & East Lyme High School & Old Lyme High School","Techno-Ticks","06371",1999,"East Lyme High School & Old Lyme High School","Connecticut",236,"http://www.technoticks236.com"
NA,"Watertown","USA",NA,NA,"frc237",NA,NA,NA,NA,"Siemon Company/Raytheon Technologies Corporation/Lockheed Martin - Sikorsky/Watertown Foundation/Thomaston Savings Bank Foundation/Trumpf/Click Bond, Inc&Watertown High School","Black Magic Robotics","06795",1999,"Watertown High School","Connecticut",237,"http://team237.com/"
NA,"Manchester","USA",NA,NA,"frc238",NA,NA,NA,NA,"Service Credit Union/Bosch&Manchester Memorial High Sch","Crusaders","03103",1999,"Manchester Memorial High Sch","New Hampshire",238,"http://frc238.org/"
NA,NA,NA,NA,NA,"frc239",NA,NA,NA,NA,"Team 239","Team 239",NA,NA,NA,NA,239,NA
NA,"Newport","USA",NA,NA,"frc240",NA,NA,NA,NA,"DTE Foundation&Jefferson High School","TEMPEST","48166",1999,"Jefferson High School","Michigan",240,"http://www.team240.org"
NA,"Derry","USA",NA,NA,"frc241",NA,NA,NA,NA,"BAE Systems & Pinkerton Academy","Astros","03038",1999,NA,"NH",241,"http://www.team241.org"
NA,"Grandville","USA",NA,NA,"frc244",NA,NA,NA,NA,"MH Labs & Grandville High School","RoboDawgs 3D","49418",1999,"Grandville High School","Michigan",244,"http://www.firstinspires.org/"
NA,"Rochester Hills","USA",NA,NA,"frc245",NA,NA,NA,NA,"General Motors/Aptiv/State of MI/FCA Foundation/R & G Drummer/DTE Energy/Adambots Friends & Family/Doolin & Haddad Dentistry&Adams High School","Adambots","48306",1999,"Adams High School","Michigan",245,"http://www.adambots.com"
NA,"Boston","USA",NA,NA,"frc246",NA,NA,NA,NA,"Boston University/The Boeing Company/Boston Scientific&Boston University Academy","Overclocked","02215",1999,"Boston University Academy","Massachusetts",246,"http://www.bu.edu/bufirst/"
NA,"Berkley","USA",NA,NA,"frc247",NA,NA,NA,NA,"Terminal Supply/Huntington Woods Men’s Club/DADARA Ford Motor Company/Berkley Education Foundation/National Defense Industry Association/Axiom Graphics/Equivalent Base Company/Michigan Department of Education/Berkley Masonic Temple/Royal Oak Optimist Club/Huntington Woods Women’s League/NWPC Marketing Solutions/Solid Works&Berkley High School","Da Bears","48072",1999,"Berkley High School","Michigan",247,"https://berkleyroboticsdab.wixsite.com/dabears247"
NA,"Philadelphia","USA",NA,NA,"frc248",NA,NA,NA,NA,"Team 248","Team 248","19019",1999,NA,"PA",248,NA
NA,"Detroit","USA",NA,NA,"frc249",NA,NA,NA,NA,"DaimlerChrysler:  Mack Avenue Engine Plant/Jefferson North Assembly Plant & Breithaupt Career and Technical Center","The Bulldogs","48204",1999,NA,"MI",249,NA
NA,"Colonie","USA",NA,NA,"frc250",NA,NA,NA,NA,"The Foundation for Engineering Education/GE Energy/Colonie Block/NASA/Metal Supermarkets/Electrical, Computer, and Systems Engineering Department at RPI/All U, Inc&Colonie Central High School","The Dynamos","12205",1999,"Colonie Central High School","New York",250,"http://www.firstinspires.org/"
NA,NA,NA,NA,NA,"frc252",NA,NA,NA,NA,"Team 252","Team 252",NA,NA,NA,NA,252,NA
NA,"Millbrae","USA",NA,NA,"frc253",NA,NA,NA,NA,"Caccia Plumbing Inc/Millbrae Lions Club/Bishop Wisecarver/San Mateo Union High School District/Google/FIRST NorCal/Lockheed Martin/Santosh Abraham/SolidWorks/Comcast NBCUniversal/GATE/Intuitive Foundation/Millbrae Leos Club/San Carlos Kiwanis Club/Upward Credit Union/AGC Acupuncture Clinic/Rotary Club of Millbrae/Millbrae T4U/Tea Link/San Mateo Credit Union/Numis International Inc&Mills High School","Boba Bots","94030",1999,"Mills High School","California",253,"https://millsroboticsteam253.com"
NA,"San Jose","USA",NA,NA,"frc254",NA,NA,NA,NA,"NASA Ames Research Center/Johnson & Johnson/Apple/Google/Lockheed Martin/Innovation First International/West Coast Products/Gilbert Spray Coat/AMEX Plating/Applied Welding/Auris Health/BAE Systems/Intuitive Foundation/Qualcomm&Bellarmine College Preparatory","The Cheesy Poofs","95126",1999,"Bellarmine College Preparatory","California",254,"https://www.team254.com"
NA,"San Jose","USA",NA,NA,"frc255",NA,NA,NA,NA,"Team 255","Team 255","95101",1999,NA,"CA",255,NA
NA,"San Jose","USA",NA,NA,"frc256",NA,NA,NA,NA,"Apple / Brin Wojcicki Foundation & Willow Glen High School","Robo-Rams","95125",1999,"Willow Glen High School","California",256,"http://www.wgteam256.org"
NA,NA,NA,NA,NA,"frc257",NA,NA,NA,NA,"Team 257","Team 257",NA,NA,NA,NA,257,NA
NA,"San Jose","USA",NA,NA,"frc258",NA,NA,NA,NA,"Applied Materials/Evans Precision Machining, Inc. & Lincoln High School","Sea Dawgs","94022",1999,NA,"CA",258,"http://www.seadawgs.com"
NA,"Bell","USA",NA,NA,"frc259",NA,NA,NA,NA,"Technology & Engineering Academy","LABRATs","90201",1999,NA,"CA",259,"http://www.bell.k12.ca.us/BellHS/default.html"
NA,"Los Angeles","USA",NA,NA,"frc260",NA,NA,NA,NA,"Team 260","Team 260","90001",1999,NA,"CA",260,NA
NA,"Los Angeles","USA",NA,NA,"frc261",NA,NA,NA,NA,"Team 261","Team 261","90001",1999,NA,"CA",261,NA
NA,"Ronkonkoma","USA",NA,NA,"frc263",NA,NA,NA,NA,"Department of Defense/Retlif Testing Laboratories/BAE Systems/Tully Law, PC/Zebra/Chubs Meats/Reliant Home Funding, INC & Sachem High Schools North and East","Aftershock","11779",1999,"Sachem High Schools North and East","New York",263,"http://www.first263.org"
NA,"MI",NA,NA,NA,"frc264",NA,NA,NA,NA,"Team 264","Team 264",NA,1999,NA,"USA",264,NA
NA,"Wanaque","USA",NA,NA,"frc265",NA,NA,NA,NA,"Johnson & Johnson / Picatinny STEM / DOD STEM & Lakeland Regional High School","Moderate Heat","07465",1999,"Lakeland Regional High School","New Jersey",265,NA
NA,NA,NA,NA,NA,"frc266",NA,NA,NA,NA,"Team 266","Team 266",NA,NA,NA,NA,266,NA
NA,"Parkland","USA",NA,NA,"frc267",NA,NA,NA,NA,"Motorola Inc./The R & D Group, Inc./HPE Automation Corp. & North Broward Preparatory School & Coral Springs Christian Academy","Demolition Squad","33067",1999,NA,"FL",267,"http://www.team267.org/"
NA,"Philadelphia","USA",NA,NA,"frc268",NA,NA,NA,NA,"Team 268","Team 268","19019",1999,NA,"PA",268,NA
NA,"Oconomowoc","USA",NA,NA,"frc269",NA,NA,NA,NA,"John Deere / 3M / GE Volunteers of GE Healthcare / Sharp Packaging Systems / Society of Manufacturing Engineers / D & H Industries / Milwaukee School of Engineering & Oconomowoc High School","CooneyTech","53066",1999,"Oconomowoc High School","Wisconsin",269,"http://www.cooneyrobotics.com/"
NA,"Deer Park","USA",NA,NA,"frc270",NA,NA,NA,NA,"Deer Park School District & Deer Park High School","Falcons","11729",1999,NA,"NY",270,"http://www.wix.com/dphsfrc/team-270"
NA,"Bay Shore","USA",NA,NA,"frc271",NA,NA,NA,NA,"Bay Shore Union Free School District/Apple Appliance Repair Inc./Festo Corporation/BAE Systems/Suffolk Transportation System/Marauder Robotics&Bay Shore High School","Mechanical Marauders","11706",1999,"Bay Shore High School","New York",271,"http://www2.bayshoreschools.org/robotics/"
NA,"Lansdale","USA",NA,NA,"frc272",NA,NA,NA,NA,"Comcast NBCUniversal/Lansdale Cannoneers Sportsman Club/L3 Harris/ASI Technologies/Landreth Logistics&Lansdale Catholic High School","Cyber-Crusaders","19446",1998,"Lansdale Catholic High School","Pennsylvania",272,"http://www.lcrobotics.org/"
NA,"Cleveland","USA",NA,NA,"frc274",NA,NA,NA,NA,"Battelle/MBNA Foundation/Cleveland Punch & Die/NASA Glenn & Rhodes High School","Rhodes Maniacs","44144",1999,NA,"OH",274,"http://jkoporc@neo.rr.com"
NA,"Youngstown","USA",NA,NA,"frc276",NA,NA,NA,NA,"Time Warner Cable/Brainard Rivet Company/Choffin Career and Technical Center/Youngstown State University/Youngstown City Schools","Madcows!","44509",1999,NA,"OH",276,"http://frc276.enjin.com"
NA,NA,NA,NA,NA,"frc277",NA,NA,NA,NA,"Team 277","Team 277",NA,NA,NA,NA,277,NA
NA,"Orlando","USA",NA,NA,"frc278",NA,NA,NA,NA,"Team 278","Team 278","32804",1999,NA,"FL",278,NA
NA,"Maumee","USA",NA,NA,"frc279",NA,NA,NA,NA,"Dana Incorporated & Toledo Technology Academy","Tech Fusion","43537",1999,"Toledo Technology Academy","Ohio",279,"http://www.techfusion-279.com"
NA,"Taylor","USA",NA,NA,"frc280",NA,NA,NA,NA,"Nordson/Preferred Packaging Solutions, INC/Ford Motor Company/DADARA/MDE/Taylor Foundation for Educational Excellence/Dearborn Federal Credit Union/MAK Controls & Taylor Career & Technical Center","TnT","48180",1999,"Taylor Career & Technical Center","Michigan",280,"http://www.frctnt280.com"
NA,"Greenville","USA",NA,NA,"frc281",NA,NA,NA,NA,"Michelin/Greenville Technical College/Laserflex South&J L Mann Academy&Riverside High School&Southside High School&Green Charter Sch-Greenville&Greenville Tech Charter HS","The GreenVillains","29607",1999,"Greenville Tech Charter HS & Green Charter Sch-Greenville & J L Mann Academy & Riverside High School & Southside High School","South Carolina",281,"http://www.entech281.com"
NA,"Winter Park","USA",NA,NA,"frc282",NA,NA,NA,NA,"Team 282","Team 282","32789",1999,NA,"FL",282,NA
NA,"Greenville","USA",NA,NA,"frc283",NA,NA,NA,NA,"Hamilton Automation/TWL Construction/Greenville County Schools/Hartness ITW/Instron/Dixie Rubber/AFL/lockheed Martin/ECPI University/Metal Supermarkets/SOLIDWorks/GE&Wade Hampton High School&St Josephs Catholic School","The Generals","29609",1999,"St Josephs Catholic School & Wade Hampton High School","South Carolina",283,"http://first283.wix.com/first283"
NA,"Dimock","USA",NA,NA,"frc284",NA,NA,NA,NA,"Elk Lake HS & SCCTC","The Crew","18816",1999,NA,"PA",284,"http:///www.lths.k12.pa.us/robotics/robothome.html"
NA,"Mastic Beach","USA",NA,NA,"frc287",NA,NA,NA,NA,"William Floyd High School","Floyd Robotics","11951",1999,"William Floyd High School","New York",287,"http://www.wfsd.k12.ny.us/robotics.asp"
NA,"Grandville","USA",NA,NA,"frc288",NA,NA,NA,NA,"MH Labs / Hepfer & Associates & Grandville High School","The RoboDawgs","49418",1999,"Grandville High School","Michigan",288,"http://www.robodawgs.com"
NA,NA,NA,NA,NA,"frc290",NA,NA,NA,NA,"Team 290","Team 290",NA,NA,NA,NA,290,NA
NA,"Erie","USA",NA,NA,"frc291",NA,NA,NA,NA,"Wabtec Corporation&Northwest Penn Collegiate Acad","CIA - Creativity In Action","16508",1999,"Northwest Penn Collegiate Acad","Pennsylvania",291,"http://www.team291.org"
NA,"Russiaville","USA",NA,NA,"frc292",NA,NA,NA,NA,"Aptiv Foundation / FCA Foundation / GM / AndyMark, Inc. / IN-Mac & Western High School","PantherTech","46979",1999,"Western High School","Indiana",292,"http://panthertech.western.k12.in.us/index.htm"
NA,"Pennington","USA",NA,NA,"frc293",NA,NA,NA,NA,"Smith Foundation/Hopewell Valley Regional Board of Education/Picatinny Arsenal/ DoDSTEM/Bristol-Myers Squibb & Hopewell Valley Central High School","SPIKE","08534",1999,"Hopewell Valley Central High School","New Jersey",293,"http://www.293spike.com/"
NA,"Redondo Beach","USA",NA,NA,"frc294",NA,NA,NA,NA,"Northrop Grumman / John Deere / Impresa Aerospace / Google / The Boeing Company / Infineon Technologies / Raytheon & Redondo Union High School & Mira Costa High School","Beach Cities Robotics","90277",1999,"Redondo Union High School & Mira Costa High School","California",294,"http://www.bcrobotics.org"
NA,"Granite Bay","USA",NA,NA,"frc295",NA,NA,NA,NA,"KPMG & Granite Bay High School","Grizzly Robotics Team","95746",1999,"Granite Bay High School","California",295,"https://Granitebayrobotics.org"
NA,"Montreal","Canada",NA,NA,"frc296",NA,NA,NA,NA,"RBC PH&N Wealth Management&Loyola High School&Sacred Heart","Northern Knights","H4B 1R2",1999,"Loyola High School & Sacred Heart","Québec",296,"http://robotics.loyola.ca"
NA,"Lake Orion","USA",NA,NA,"frc297",NA,NA,NA,NA,"The Chrysler Foundation / Delphi / TI Automotive / The State of Michigan / BAE Systems / Inalfa Roof Systems / The National Defense Education Program / Kostal North America / Anderson Customer Pools / Patti Engineering / Hirotec America / AT&T Michigan / COE Press Equipment / The Lake Orion Lions Club & LAKE ORION COMMUNITY HIGH SCHOOL","Dragons 2","48360",1999,NA,"MI",297,NA
NA,"Pleasanton","USA",NA,NA,"frc298",NA,NA,NA,NA,"Team 298","Team 298","94588",1999,NA,"CA",298,NA
NA,"Cupertino","USA",NA,NA,"frc299",NA,NA,NA,NA,"Valkyrie Robotics","Valkyrie Robotics","95014",1998,"Valkyrie Robotics","California",299,"https://valkyrierobotics.com"
NA,"Philadelphia","USA",NA,NA,"frc300",NA,NA,NA,NA,"West Philadelphia High School - Academy for Automotive and Mechanical Engineering","AAME","19139",1999,NA,"PA",300,NA
NA,"Dearborn","USA",NA,NA,"frc301",NA,NA,NA,NA,"Ford Motor Company/m80.net/ArvinMeritor & Dearborn High School & Dearborn High School & Dearborn High School","P.R.O.B.O.T.S.","48124",1999,NA,"MI",301,"http://www.probots.org"
NA,"Lake Orion","USA",NA,NA,"frc302",NA,NA,NA,NA,"General Motors/APTIV/MI Dept. of Education/Catalyst Solutions, LLC/BAE Systems/ABB Inc/TNJ Manufacturing/Parker Hannifin Foundation/Lake Orion Lions Club/Motor City Racks/NET (net), Inc./The Stone Family&Lake Orion High School","The Dragons","48360",1999,"Lake Orion High School","Michigan",302,"http://www.team302.org/"
