"address","city","country","gmaps_place_id","gmaps_url","key","lat","lng","location_name","motto","name","nickname","postal_code","rookie_year","school_name","state_prov","team_number","website"
NA,"Melbourne","USA",NA,NA,"frc2023",NA,NA,NA,NA,"Harris Corporation/Government Connections/The ABLE Trust & Brevard County Schools & Palm Bay High School PiraTech Robotics","PiraTech","32901",2007,NA,"FL",2023,"http://www.piratechrobotics.com/"
NA,"Hilo","USA",NA,NA,"frc2024",NA,NA,NA,NA,"Caltech submillimeter Telescope/HELCO & Waiakea High School","Warrior Pride","96720",2007,NA,"Hawaii",2024,NA
NA,"Barstow","USA",NA,NA,"frc2025",NA,NA,NA,NA,"Bud Campbell Associates, Inc. / NASA / Inovative Mechanical Services & Barstow High School","Aztecs","92311",2007,NA,"CA",2025,NA
NA,"Porto Alegre","Brazil",NA,NA,"frc2026",NA,NA,NA,NA,"SENAI-RS & SENAI-RS Educacao Profissional High School","Senai","91140-001",2007,NA,"RS",2026,NA
NA,"Old Westbury","USA",NA,NA,"frc2027",NA,NA,NA,NA,"Westbury High School","Robotic Dragons","11568",2007,"Westbury High School","New York",2027,"http://www.firstinspires.org/"
NA,"Hampton","USA",NA,NA,"frc2028",NA,NA,NA,NA,"National Information Warfare Center - Atlantic/Booz Allen Hamilton/Huntington Ingalls Industries/Newport News Shipbuilding Apprentice School/Hampton City Schools&Phoebus High School","Phantom Robotics","23663",2007,"Phoebus High School","Virginia",2028,"http://www.phantommentalists.com/"
NA,"Ramona","USA",NA,NA,"frc2029",NA,NA,NA,NA,"Pratt & Whitney - United Technologies / Qualcomm / Bulldog CONNECT / NASA / US Army / American Society of Mechanical Engineers / Kiwanis Club of Ramona / VFW - Post 3783 Ramona  & RAMONA HIGH","Neo-Tech Robotics","92065",2007,NA,"California",2029,"http:///www.neotechrobotics.org"
NA,"Kansas City","USA",NA,NA,"frc2030",NA,NA,NA,NA,"Ewing Marion Kauffman Foundation & Westport High School","RoboTigers","64111",2007,NA,"MO",2030,NA
NA,"Columbus","USA",NA,NA,"frc2031",NA,NA,NA,NA,"NASA/American Electric Power/Battelle/Columbus State Community College/Columbus Public Schools/The Ohio State University & Southeast Career Center High School & Walnut Ridge High School","Brainy-Actz","43227",2007,NA,"OH",2031,"http://www.geocities.com/brainyactz2031/home.html"
NA,"San Diego","USA",NA,NA,"frc2032",NA,NA,NA,NA,"HP/NASA/Qualcomm/Industrial Metal Supply/Hawthorne Machinery/Quicksilver clothing/San Diego High Foundation/San Diego Downtown Rotary Club/Miramar College & SAN DIEGO HIGH EDUCATION COMPLEXFUNKY MONKEYS","Funky Monkeys","92101",2007,NA,"CA",2032,"http://robotics.sdhs.sandi.net/"
NA,"Chicago","USA",NA,NA,"frc2033",NA,NA,NA,NA,"After School Matters City of Chicago/Motorola/National Society of Black Engineers (NSBE) & Englewood Academy High School","Eagles","60621",2007,NA,"IL",2033,"http://www.englewood.cps.k12.il.us/"
NA,"North Las Vegas","USA",NA,NA,"frc2034",NA,NA,NA,NA,"JR Development / Lockheed Martin / WSI Nevada Team / University Nevada, Las Vegas & Legacy High School","IncrediBULLS","89084",2007,NA,"Nevada",2034,"http://www.legacyhigh.net/apps/pages/index.jsp?uREC_ID=236200&type=d"
NA,"Carmel","USA",NA,NA,"frc2035",NA,NA,NA,NA,"Carmel Unified School District/Naval Post Graduate School/National Defense Education Program/Monterey Bay Aquarium Research Institute/Brin Wojciciki Foundation/Padre Parents/El Camino Machine and Welding & Carmel High School","Robo Rockin' Bots","93922",2007,"Carmel High School","California",2035,"http://www.2035.rocks"
NA,"Boulder","USA",NA,NA,"frc2036",NA,NA,NA,NA,"Medtronic/Ball Aerospace & Technologies Corp/Solid State Depot&Family/Community","The Black Knights","80305",2007,"Family/Community","Colorado",2036,"https://blackknightsrobotics.com/"
NA,"Brunssum","Netherlands",NA,NA,"frc2037",NA,NA,NA,NA,"Creative Automation Inc. / Effective / Bryan E. Blankenship Education Foundation / American Spouses Club / Electrical Dynamics / American Women of Geilenkirchen & DODEA : AFNORTH International School","Oranje Lions","6445 EE",2007,NA,"LI",2037,"http:///www.team2037.com"
NA,"Griffin","USA",NA,NA,"frc2038",NA,NA,NA,NA,"Caterpillar Inc & Spalding High School","Sky Bandits","30224",2007,NA,"GA",2038,NA
NA,"Rockford","USA",NA,NA,"frc2039",NA,NA,NA,NA,"Superior Joining Technologies, Inc/United Technologies Corp/Collins Aerospace/WOODWARD, INC./GE&Family/Community","Rockford Robotics","61115",2007,"Family/Community","Illinois",2039,"http://www.rockfordrobotics.com"
NA,"Dunlap","USA",NA,NA,"frc2040",NA,NA,NA,NA,"Caterpillar / TE Connectivity / ABB / Stellar Systems / Cope Plastic / Ameren / HOI vending / Dunlap School District & Dunlap High School","DERT - Dunlap Eagles Robotics Team","61525",2007,"Dunlap High School","Illinois",2040,"http://www.dert2040.com/"
NA,"Chicago","USA",NA,NA,"frc2041",NA,NA,NA,NA,"Motorola Foundation & Roberto Clemente High School Robotics","(RC)2","60622",2007,NA,"IL",2041,NA
NA,"Santa Clarita","USA",NA,NA,"frc2042",NA,NA,NA,NA,"NASA/Canyon Engineering/Electrorack Enclosure Products/Numatics Engineering & Academy of the Canyons Middle College High School","Robo-trees","91355",2007,NA,"CA",2042,NA
NA,"Roxbury","USA",NA,NA,"frc2043",NA,NA,NA,NA,"Wentworth Institute of Technology & J D. O'Bryant School of Math and Science High School","Frequency 2043","02120",2007,NA,"MA",2043,NA
NA,"Papillion","USA",NA,NA,"frc2044",NA,NA,NA,NA,"BAE Systems / Applied Information Management (AIM) Institute / Nebraska Advanced Manufacturing Coalition / Booz Allen Hamilton & Papillion LaVista High Schools","Big Red Robotics","68046",2007,NA,"NE",2044,NA
NA,"Oklahoma City","USA",NA,NA,"frc2045",NA,NA,NA,NA,"Wynne Engineering & Metro Technology Centers","Robo-Techs","73129",2007,NA,"OK",2045,"http:///geocities.com/susanarn2000/homepage.html"
NA,"Maple Valley","USA",NA,NA,"frc2046",NA,NA,NA,NA,"The Boeing Company / Washington State OSPI / Pinnacle Medical Wellness / Flow International Corporation / Alaska Airlines / THiNC / Tahoma School District & Tahoma High School","Bear Metal","98038",2007,"Tahoma High School","Washington",2046,"http://tahomarobotics.org/"
NA,"Chicago","USA",NA,NA,"frc2047",NA,NA,NA,NA,"Motorola Inc. / Motorola Foundation / After School Matters City of Chicago / NASA / Neighborhood Boys & Girls clubs / Acme Networking & Whitney Young Magnet High School & Lane Tech High School","Team Challenger","60618",2007,NA,"IL",2047,NA
NA,"Detroit","USA",NA,NA,"frc2048",NA,NA,NA,NA,"Detroit Public Schools/Comcast/DADARA/Gentherm/DTE Energy/2014 FRC Hardship Grant, MEZ/FORD/VDV Concessions,LLC/MEZ&Detroit Int'L Acad-Young Women","The Pink Panthers","48202",2007,"Detroit Int'L Acad-Young Women","Michigan",2048,"http://www.firstinspires.org/"
NA,"Gravataí","Brazil",NA,NA,"frc2049",NA,NA,NA,NA,"High School EMEF Santa Rita de Cássia","Sartech","94135310",2007,NA,"RS",2049,NA
NA,"Detroit","USA",NA,NA,"frc2050",NA,NA,NA,NA,"Chrysler Foundation Mack Ave Engine plant & South eastern high school of technology","SEB","48214",2007,NA,"MI",2050,NA
NA,"Allison Park","USA",NA,NA,"frc2051",NA,NA,NA,NA,"Caterpillar Inc./PPG/Pasquale's Pizzeria/Arconic&a W Beattie Career Center","The Beattie Bulldogs","15101",2007,"a W Beattie Career Center","Pennsylvania",2051,"https://team2051.org"
NA,"New Brighton","USA",NA,NA,"frc2052",NA,NA,NA,NA,"Groves Foundation/Medtronic/QONQR/Edlund Management&Irondale Senior High School","KnightKrawler","55112",2007,"Irondale Senior High School","Minnesota",2052,"https://www.team2052.com"
NA,"Vestal","USA",NA,NA,"frc2053",NA,NA,NA,NA,"BAE Systems/Lockheed Martin/Klein Steel&Union-Endicott High School&Vestal Senior High School","Southern Tier Robotics","13760",2007,"Union-Endicott High School & Vestal Senior High School","New York",2053,"http://www.team2053.org"
NA,"Hopkins","USA",NA,NA,"frc2054",NA,NA,NA,NA,"General Motors Grand Rapids / Sebright Products / Midway Chevrolet of Plainwell / Hopkins Propane / Weick Brothers INC. & Hopkins High School","Tech Vikes","49328",2007,"Hopkins High School","Michigan",2054,"http://frc.techvikes.com"
NA,"Cary","USA",NA,NA,"frc2055",NA,NA,NA,NA,"NASA / Caterpillar / DZone / Symtech / Dashiell / Microsoft & RoboForce Students League","RoboForce","27513",2007,NA,"NC",2055,"http://roboforce.org/"
NA,"Stoney Creek","Canada",NA,NA,"frc2056",NA,NA,NA,NA,"CNC Woodcraft/Innovation First International/ArcelorMittal Dofasco/GM/HWDSB&Orchard Park Secondary School","OP Robotics","L8E 4M5",2007,"Orchard Park Secondary School","Ontario",2056,"http://www.2056.ca"
NA,"Las Vegas","USA",NA,NA,"frc2057",NA,NA,NA,NA,"NASA / PTC / Ryerson Steel / University of Nevada, Las Vegas & Arbor View High School","AV CyberBulls","89131",2007,NA,"NV",2057,"http://www.arborviewhs.net/robotics"
NA,"Apex","USA",NA,NA,"frc2059",NA,NA,NA,NA,"Optimist International/IBM/Duke Energy/Neil and Karleen Gross&Athens Drive Magnet High Sch","The Hitchhikers","27502",2007,"Athens Drive Magnet High Sch","North Carolina",2059,"http://www.team2059.org/"
NA,"Tulsa","USA",NA,NA,"frc2060",NA,NA,NA,NA,"NASA/Baker Hughes-Centrilift/Crosby Group, Inc. & East Central High School","ECHS Robotics","74128",2007,NA,"OK",2060,"http://www.ecrobo.co.nr/"
NA,"N Las Vegas","USA",NA,NA,"frc2061",NA,NA,NA,NA,"Hammond Sheet Metal & Canyon Springs High School","Pioneers","89032",2007,NA,"NV",2061,"http://ccsd.net/schools/canyonsprings/Robotics/Robotics-index.html"
NA,"Waukesha","USA",NA,NA,"frc2062",NA,NA,NA,NA,"School District of Waukesha/Rockwell Automation/PowerMation/GE Healthcare/Generac/Carroll University/Wisconsin DPI/Dematic/Fastenal/Matthews Automation Solutions&West High School&Waukesha North High School&Waukesha South High School&Waukesha Engineering Prep&Waukesha Acad of Health Prof","CORE 2062","53186",2007,"Waukesha Acad of Health Prof & Waukesha South High School & West High School & Waukesha Engineering Prep & Waukesha North High School","Wisconsin",2062,"http://www.core2062.com"
NA,"Turlock","USA",NA,NA,"frc2063",NA,NA,NA,NA,"Beall Trailers of California, Inc./Billington Manufacturing Inc/Anything Vinyl/Fastenal & Pitman High School","Green Machine","95382",2007,NA,"CA",2063,"http://www.pitmanrobotics.com/"
NA,"Southbury / Middlebury","USA",NA,NA,"frc2064",NA,NA,NA,NA,"Sikorsky of Lockheed Martin/Ace Hardware of Woodbury&Pomperaug Regional High School","The Panther Project","06488",2007,"Pomperaug Regional High School","Connecticut",2064,"http://www.frc2064.com/"
NA,"Holly Springs","USA",NA,NA,"frc2065",NA,NA,NA,NA,"NASA / Mississippi Space Grant consortium & H W. Byers High School","The Lions","38635",2007,NA,"MS",2065,"http://www.byerslions.net"
NA,"El Centro","USA",NA,NA,"frc2066",NA,NA,NA,NA,"QUALCOMM  Incorporated/Imperial Valley MESA & Southwest High School","PFTB of Doom","92243",2007,NA,"CA",2066,"http:///Pftbrobotics.com"
NA,"Guilford","USA",NA,NA,"frc2067",NA,NA,NA,NA,"Bishop's Orchards/Pratt  & Whitney/Rockwell Automation/Lockheed/Pfizer/Medtronic/Moroso Performance Products&4-H&4H","Apple Pi","06437",2007,"4H & 4-H","Connecticut",2067,"http://www.applepirobotics.org"
NA,"Manassas","USA",NA,NA,"frc2068",NA,NA,NA,NA,"Lockheed Martin/SPARK - Prince William County Public School's Education Foundation/Prince William County Public Schools/BAE Systems/Stellar Solutions Foundation/Micron Technology/The Walt Disney Company/Plummer Industries/QMT Windchimes/NASA&Osbourn Park High School","Metal Jackets","20111",2007,"Osbourn Park High School","Virginia",2068,"http://www.metaljackets.org/"
NA,"Las Vegas","USA",NA,NA,"frc2069",NA,NA,NA,NA,"Eldorado High School","Black Widow","89110",2007,NA,"NV",2069,"http:///myspace ehs Robotics"
NA,"Ridgefield","USA",NA,NA,"frc2070",NA,NA,NA,NA,"Ridgefield Board of Education/Ridgefield PTA/Picatinny STEM/General Devices/DoDSTEM&Ridgefield Memorial High Sch","Royals","07657",2007,"Ridgefield Memorial High Sch","New Jersey",2070,"https://sites.google.com/view/team2070/"
NA,"Arimo","USA",NA,NA,"frc2071",NA,NA,NA,NA,"Idaho National Laboratory / Idaho State University-GK-12 / Glock INc & Marsh Valley High School","Autonomous Eagles","83214",2007,NA,"ID",2071,NA
NA,"Houston","USA",NA,NA,"frc2072",NA,NA,NA,NA,"Texas High School Project Fund of the Communities Foundation of Texas & G.W. Carver H.S. for Engineering","Carver RoboTechs","77088",2007,NA,"TX",2072,NA
NA,"Elk Grove","USA",NA,NA,"frc2073",NA,NA,NA,NA,"Siemens Mobility/ECMC Foundation&Pleasant Grove High School","EagleForce","95624",2007,"Pleasant Grove High School","California",2073,"http://Team2073.com"
NA,"Portsmouth","USA",NA,NA,"frc2074",NA,NA,NA,NA,"Norfolk Navy Shipyard & I.C. Norcom High School","Robohoundz","23704",2007,NA,"VA",2074,"http:///icnorcomrobotics.co.nr"
NA,"Grand Rapids","USA",NA,NA,"frc2075",NA,NA,NA,NA,"Bulb Digital / Herman Miller / Challenge Manufacturing / Dick & Betsy DeVos Foundation / Rescom Electric Inc / W Soule / Repair Technologies LLC / Lakelind Electric & West Catholic High School","Enigma Robotics","49504",2007,"West Catholic High School","Michigan",2075,"http://www.enigmafirstrobotics.com"
NA,"Toronto","Canada",NA,NA,"frc2076",NA,NA,NA,NA,"Thistletown Collegiate Institute & Toronto District School Board"," Scots","M9W 2T4",2007,NA,"ON",2076,"http:///tcirobotics.com"
NA,"Wales","USA",NA,NA,"frc2077",NA,NA,NA,NA,"Rockwell Automation / GE Volunteers of GE Healthcare / Department of Instruction, Wisconsin / Sharp Packaging Systems by Pregis / Lockheed Martin / Farris Automated Systems / Kettle Moraine Education Foundation / Briggs and Stratton / MSOE / CBRE-Environmental Systems Inc. / Buchanan Family / Meyers Electric & Kettle Moraine High School","Laser Robotics","53183",2007,"Kettle Moraine High School","Wisconsin",2077,"https://laserrobotics.org"
NA,"Covington","USA",NA,NA,"frc2078",NA,NA,NA,NA,"St Paul's School","Robotic Wolves","70433",2007,"St Paul's School","Louisiana",2078,"http://spsrobotics.org"
NA,"Franklin","USA",NA,NA,"frc2079",NA,NA,NA,NA,"United Technologies, Pratt & Whitney/Acorn Animal Hospital/Electric Time/4-H of Massachusetts & 4-H ALARM Robotics 2079","4H ALARM Robotics","02038",2007,"4-H ALARM Robotics 2079","Massachusetts",2079,"http://www.alarmrobotics.com"
NA,"Hammond","USA",NA,NA,"frc2080",NA,NA,NA,NA,"Lockheed Martin/D.O.D. STEM/H Rocker Electric/Laurie Guidroz&Hammond High School","Torbotics","70401",2007,"Hammond High School","Louisiana",2080,"http://www.torbotics2080.org"
NA,"Peoria","USA",NA,NA,"frc2081",NA,NA,NA,NA,"Advanced Technology Services/Caterpillar Inc/Martin Engineering/Belcan&Peoria Notre Dame High School&Peoria Heights High School","Icarus","61614",2007,"Peoria Heights High School & Peoria Notre Dame High School","Illinois",2081,"http://Icarus2081.org"
NA,"Conifer","USA",NA,NA,"frc2083",NA,NA,NA,NA,"NASA/Ball Corporation/Lockheed Martin/Blue Spruce Kiwanis/Adobe Systems/Comcast/Nelnet&Conifer Senior High School","Team Blitz","80433",2007,"Conifer Senior High School","Colorado",2083,"http://www.teamblitz.net"
NA,"Manchester","USA",NA,NA,"frc2084",NA,NA,NA,NA,"The Hooper Fund/Medtronic/AET Labs/Keith Gustafson/Spaulding Education Fund/Polaris Sheet Metal/MarkForged/Manchester Essex Regional School District&Manchester Essex Reg Middle HS","Robots by the C","01944",2007,"Manchester Essex Reg Middle HS","Massachusetts",2084,"http:///www.robotsbythec.com"
NA,"Vacaville","USA",NA,NA,"frc2085",NA,NA,NA,NA,"Genentech/Anthony Annuzzi/Haddox Consulting Engineers&Vaca High School","RoboDogs","95688",2007,"Vaca High School","California",2085,"http://www.vhsrobotics.com"
NA,"Canby","USA",NA,NA,"frc2087",NA,NA,NA,NA,"Boeing & COACH Robotics","BFG (Building Future Generations)","97013",2007,NA,"OR",2087,NA
NA,"Lajeado","Brazil",NA,NA,"frc2089",NA,NA,NA,NA,"Colégio Evangélico Alberto Torres High School","IO","95900000",2007,NA,"RS",2089,NA
NA,"Honolulu","USA",NA,NA,"frc2090",NA,NA,NA,NA,"Sam O. Hirota Engineering/Leidos/SAIC/McDonalds of Hawaii/Universal Manufacturers Hawaii/Min Plastics/Friends of Hawaii Robotics & Punahou School","Buff 'n Blue","96822",2007,"Punahou School","Hawaii",2090,"http:///robotics.punahou.edu"
NA,"New Orleans","USA",NA,NA,"frc2091",NA,NA,NA,NA,"Jordan Fundamentals/Chevron/Lockheed Martin & Sarah T. Reed Senior High School","Olympians","70129",2007,NA,"LA",2091,NA
NA,"Beaufort","USA",NA,NA,"frc2092",NA,NA,NA,NA,"Parker Hanifin/Minster Machine/Pender Brothers/Port Royal Landing Marina & Arts Communication and Technology High School & Beaufort High School & Beaufort County School District","Beaufort Robotics ","29907",2007,NA,"SC",2092,"http://web.beaufort.k12.sc.us/education/components/scrapbook/default.php?sectiondetailid=39076&sc_id=1191333003"
NA,"Portland","USA",NA,NA,"frc2093",NA,NA,NA,NA,"The Boeing Company/Mentor Graphics/Neighborhood Group & Tool Shed PDX","Bowtie Brigade","97214",2007,NA,"OR",2093,"http://www.thebowtiebrigade.org"
NA,"Newtown Square","USA",NA,NA,"frc2095",NA,NA,NA,NA,"Episcopal Academy","Direct Current","19073",2007,"Episcopal Academy","Pennsylvania",2095,"http://www.firstinspires.org/"
NA,"Dimona","Israel",NA,NA,"frc2096",NA,NA,NA,NA,"Home Skinovations/InMode/NICE/Hoodies/Medisim/World Ort Education for Life/Darca/Negev Nucler Reserch Center/Marcantil/Bar Banegev/Municipality of Dimona/Israel Ministry of Education/Israel Ministry of Science and Technology/The Ministry for Development of the Periphery, the Negev and the Galilee & Zinman high school","RoboActive","86000",2007,"Zinman high school","HaDarom",2096,"http://roboactive.net/"
NA,"Tukwila","USA",NA,NA,"frc2097",NA,NA,NA,NA,"Raisbeck Aviation High School PTSA / Builders Capital / Boeing / OMAX / West Monroe Partners / Highline School District / FIRST Washington / OSPI / Sellen Construction / Microsoft / Milwaukee Tool / SPEEA / Marathon Oil / Russell Fastening Inc. / Division 5 Metals / Bishop Legal & Raisbeck Aviation High School","Phoenix Force Robotics","98108",2007,"Raisbeck Aviation High School","Washington",2097,"http://PhoenixForceRobotics.org"
NA,"Atlanta","USA",NA,NA,"frc2098",NA,NA,NA,NA,"Arthur M. Blank Family Foundation / The Coca Cola Company & Booker T Washington High School","Bulldogs","30314",2007,NA,"GA",2098,NA
NA,"Jamaica Plain","USA",NA,NA,"frc2099",NA,NA,NA,NA,"Smith Family Foundation & English High School","Blue on Blue","02130",2007,NA,"MA",2099,NA
NA,"Port St. Lucie","USA",NA,NA,"frc2100",NA,NA,NA,NA,"Tropicana Products Inc. / Citibank, N.A. / C&L Technologies / Ross Mixing, Inc. / Ed's Painting and Paperhanging & St. Lucie West Centennial High School","M Squared","34986",2007,NA,"FL",2100,"http://www.stlucie.k12.fl.us/slwch/Robotics%20site/index.htm"
NA,"Encinitas","USA",NA,NA,"frc2102",NA,NA,NA,NA,"Nordson/Zodiac Pool Systems/Viasat/Chief Digial Advisors/McCarthy Family Foundation/Apple/Qualcomm/Booz Allen Hamilton/Solar Turbines/SAIC/PCH Litho/NML/Leichtag Foundation/Families of Team 2102/SDA Associated Student Body/San Dieguito Unified School District&San Dieguito High Sch Academy","Team Paradox","92024",2007,"San Dieguito High Sch Academy","California",2102,"https://team2102.org"
NA,"Gloucester","USA",NA,NA,"frc2103",NA,NA,NA,NA,"NASA/Comcast Cable/Gloucester Education Foundation (GEF) & Gloucester High School","Fisherman","01930",2007,NA,"MA",2103,"http://www.gloucesterschools.com"
NA,"Worcester","USA",NA,NA,"frc2104",NA,NA,NA,NA,"Boston Scientific & Worcester South High School","The Colonels","01603",2007,NA,"MA",2104,"http:///www.colonelrobotics.com"
NA,"Worcester","USA",NA,NA,"frc2105",NA,NA,NA,NA,"Nypro & University Park High School","University Park","01603",2007,NA,"MA",2105,NA
NA,"Goochland","USA",NA,NA,"frc2106",NA,NA,NA,NA,"Luck Stone Corporation/Dominion Energy&Goochland High School","The Junkyard Dogs","23063",2007,"Goochland High School","Virginia",2106,"http://www.goochlandrobotics.com/"
NA,"Norfolk","USA",NA,NA,"frc2107",NA,NA,NA,NA,"GE Volunteers/Raytheon/BAE Systems & Lake Taylor High & Home School","Angry Bots","23502",2007,NA,"Virginia",2107,"http://www.firstinspires.org/"
NA,"Cary","USA",NA,NA,"frc2108",NA,NA,NA,NA,"Microsoft Corporation / Teradata / Dashiell / US Case / Eclectech, Inc / Black And Veatch / ASME / Smith-Debnam / North State Storage / NASA / Daniel's & Southwest Wake Robotics Booster Club","Team Awkward Turtle","27519",2007,NA,"NC",2108,"http://www.teamawkwardturtle.org/"
NA,"Kansas City","USA",NA,NA,"frc2109",NA,NA,NA,NA,"Ewing Marion Kauffman Foundation & Southeast High School","Knight Vision","64132",2007,NA,"MO",2109,NA
NA,"Charlestown","USA",NA,NA,"frc2110",NA,NA,NA,NA,"Smith Family Foundation/Karl Marks, Individual Contributor/ThingMagic Inc. & Charlestown High School","CHS","02129",2007,NA,"MA",2110,NA
NA,"Gilbert","USA",NA,NA,"frc2111",NA,NA,NA,NA,"Eagle's Aerie Schools/Employees of Microchip Technology Inc.","Eagles","85297",2007,NA,"AZ",2111,NA
NA,"Pembroke Twnshp","USA",NA,NA,"frc2112",NA,NA,NA,NA,"Boeing & Multi-Talent Resource Center (MTRC)","PHP Robo Warriors","60958",2007,NA,"IL",2112,"http:///www.myspace.com/roboteam2112"
NA,"Mundelein","USA",NA,NA,"frc2115",NA,NA,NA,NA,"Baxter/Navistar/Motorola Foundation & Mundelein Cons High School","Nightmares","60060",2007,NA,"Illinois",2115,"http://www.firstinspires.org/"
NA,"Stoughton","USA",NA,NA,"frc2116",NA,NA,NA,NA,"NASA/GlobalQuota/Dane County Robotics & Stoughton High School","Rock County Robotics","53545",2007,NA,"WI",2116,"http:///rocknrobots.org"
NA,"Carrollton","USA",NA,NA,"frc2117",NA,NA,NA,NA,"NASA/The Advanced Academy of Georgia","The West Georgia Wolvotics","30118",2007,NA,"GA",2117,NA
