"address","city","country","gmaps_place_id","gmaps_url","key","lat","lng","location_name","motto","name","nickname","postal_code","rookie_year","school_name","state_prov","team_number","website"
NA,"Sutton West","Canada",NA,NA,"frc6514",NA,NA,NA,NA,"Microsoft/C.R. Wall & Co. Inc./Fairgreen Sod Farms/Evron Computer Company/Argosy Foundation/RBC Wealth Management PH&N Investment Counsel&SUTTON DISTRICT HIGH SCHOOL","Sutton Robotics League","L0E 1R0",2017,"SUTTON DISTRICT HIGH SCHOOL","Ontario",6514,NA
NA,"Calexico","USA",NA,NA,"frc6515",NA,NA,NA,NA,"Calexico Education Foundation/Imperial Irrigation District/BajaSon Growers Inc.  &Calexico High School","Unimatics","92231",2017,"Calexico High School","California",6515,"https://sites.google.com/calexico.k12.ca.us/chs-first-robotics"
NA,"Lebanon","USA",NA,NA,"frc6516",NA,NA,NA,NA,"Warren County Career Center","Robonados","03101",2017,NA,"Ohio",6516,NA
NA,"Knoxville","USA",NA,NA,"frc6517",NA,NA,NA,NA,"Knox County School District/Denso/Radio Systems Corporation/Consolidated Nuclear Security LLC./Clayton Family Foundation/TVA/MasTec/Arconic/Apoc Industries&South-Doyle High School","So-Kno Robo ","37920",2017,"South-Doyle High School","Tennessee",6517,"https://www.soknorobo.com"
NA,"Phoenix","USA",NA,NA,"frc6518",NA,NA,NA,NA,"NASA / AZ FIRST / Bolle / Steve Sanghi Family Foundation / James A. Unruh Family Foundation / Arconic Foundation / JagBots 6518 Booster Club / Arizona Charitable Tax Credit Donors / Barros Pizza of Anthem / C&R Tire / Wood Orthodontics / Sheppard Pediatric Dentistry & Boulder Creek High School","JagBots","85086",2017,"Boulder Creek High School","Arizona",6518,"https://www.facebook.com/JagBots6518/"
NA,"Las Vegas","USA",NA,NA,"frc6519",NA,NA,NA,NA,"Tesla Spark/Gene Haas Foundation&Southwest Career and Technical Academy","The Vegas Vortechs","89113",2017,"Southwest Career and Technical Academy","Nevada",6519,NA
NA,"Hanoi","Vietnam",NA,NA,"frc6520",NA,NA,NA,NA,"Hanoi-Amsterdam High School for the Gifted","Hanoi Amsterdam School","150000",2017,"Hanoi-Amsterdam High School for the Gifted","Ha Noi",6520,"https://gart6520.squarespace.com/"
NA,"hanoi","Vietnam",NA,NA,"frc6521",NA,NA,NA,NA,"Family/Community","FPT","10000",2017,NA,"Ha Noi",6521,NA
NA,"Salamander Bay","Australia",NA,NA,"frc6522",NA,NA,NA,NA,"FRC Team 3132 ""Thunder Down Under"" & Tomaree High School","Tomaree High School","2317",2017,"Tomaree High School","New South Wales",6522,NA
NA,"Condobolin","Australia",NA,NA,"frc6523",NA,NA,NA,NA,"Condobolin High School","Condobolin","2877",2017,"Condobolin High School","New South Wales",6523,NA
NA,"Seville Grove","Australia",NA,NA,"frc6524",NA,NA,NA,NA,"City of Armadale/School Pathways - Department of Education WA/Business Armadale /Lions Club of Armadale / Kelmscott&Cecil Andrews College","Wilder Wolves FRC","6112",2017,"Cecil Andrews College","Western Australia",6524,"https://www.cacollegestem.org/frcteam6524"
NA,"Sydney","Australia",NA,NA,"frc6525",NA,NA,NA,NA,"Sydney TAFE","Greater Sydney Robotics","2000",2017,"Sydney TAFE","New South Wales",6525,NA
NA,"Garland","USA",NA,NA,"frc6526",NA,NA,NA,NA,"Texas Instruments/Texas Workforce Commission&Naaman Forest High School","Cyber Rangers","75040",2017,"Naaman Forest High School","Texas",6526,"http:///NFHSREO.weebly.com"
NA,"Lake Mary","USA",NA,NA,"frc6527",NA,NA,NA,NA,"ePathways Seminole County Public Schools/State of Florida/Leidos/Lockheed Martin/Ace Hardware of Sanford, Florida&Seminole High School&Oviedo High School&Lyman High School&Lake Brantley High School&Lake Howell High School&Lake Mary High School&Crooms Academy of Info Tech&Winter Springs High School","Short SirKit","32746",2017,"Winter Springs High School & Crooms Academy of Info Tech & Lake Mary High School & Lake Howell High School & Lake Brantley High School & Lyman High School & Oviedo High School & Seminole High School","Florida",6527,"http://shortsirkit.site11.com/"
NA,"Gibraltar","USA",NA,NA,"frc6528",NA,NA,NA,NA,"Ford Motor Company & Carlson High School","Terror Bytes","48173",2017,"Carlson High School","Michigan",6528,NA
NA,"Roxbury Crossing","USA",NA,NA,"frc6529",NA,NA,NA,NA,"O'Bryant Sch of Math & Science","Beantown Blitz","02120",2017,"O'Bryant Sch of Math & Science","Massachusetts",6529,NA
NA,"Phoenix","USA",NA,NA,"frc6530",NA,NA,NA,NA,"M2S2 Technologies / McCarthy Construction / RT Investments & Sunnyslope High School","Ra","85020",2017,"Sunnyslope High School","Arizona",6530,NA
NA,"Cedar Springs","USA",NA,NA,"frc6531",NA,NA,NA,NA,"Commercial Tool & Die & Cedar Springs High School","Redhawks","49319",2017,"Cedar Springs High School","Michigan",6531,NA
NA,"Detroit","USA",NA,NA,"frc6532",NA,NA,NA,NA,"Benjamin Carson High School of Science and Medicine","TechnoPaths","48201",2017,"Benjamin Carson High School of Science and Medicine","Michigan",6532,NA
NA,"Beaverton","USA",NA,NA,"frc6533",NA,NA,NA,NA,"Saint-Gobain / Dow Corning & Beaverton Jr/Sr High School","BeaverTech","48612",2017,"Beaverton Jr/Sr High School","Michigan",6533,NA
NA,"Grand Rapids","USA",NA,NA,"frc6534",NA,NA,NA,NA,"Grand Rapids Ellington Academy of Arts and Technology","Saints Scholars","49507",2017,"Grand Rapids Ellington Academy of Arts and Technology","Michigan",6534,"http:///www.greaat.com"
NA,"Huntington Beach","USA",NA,NA,"frc6535",NA,NA,NA,NA,"Boeing & Edison High School","Edison Sustainabots","92646",2017,"Edison High School","California",6535,NA
NA,"Vinton","USA",NA,NA,"frc6536",NA,NA,NA,NA,"Iowa Governor's STEM Advisory Council & West High School","TheDarkSide","52349",2017,"West High School","Iowa",6536,NA
NA,"Windsor","Canada",NA,NA,"frc6537",NA,NA,NA,NA,"PTI QUALITY CONTAINMENT SOLUTIONS, Your Global Partners in Supply Chain Solutions/Dr. Mohamed Moussa, Director of Pediatric, Vision Therapy and Research Centre./Burhan Farooqi, CIBC Mortgage Advisor /Mustafa Malik & Muhammad Riaz Sales Representative , LC Platinum Realty Inc./Windsor Islamic Council&Windsor Islamic High School","WIHS Robotics","N8T 2E7",2017,"Windsor Islamic High School","Ontario",6537,"http:///www.wihs.ca"
NA,"Ypsilanti","USA",NA,NA,"frc6538",NA,NA,NA,NA,"TECAT Performance Systems / Carlisle-Wortman Associates / UAW Local 898 / Kalitta Motorsports & Lincoln High School","Linc-Bots","48197",2017,"Lincoln High School","Michigan",6538,NA
NA,"Ontonagon","USA",NA,NA,"frc6539",NA,NA,NA,NA,"Ontonagon Area Jr/Sr High School","Success Robotics Team","49953",2017,NA,"Michigan",6539,NA
NA,"Mont-Royal","Canada",NA,NA,"frc6540",NA,NA,NA,NA,"Argosy/Power Corporation/Hewitt/Commission Scolaire Marguerite-Bourgeoys (CSMB)&ECOLE PIERRE LAPORTE","Dynamo","H3P 2X8",2017,"ECOLE PIERRE LAPORTE","Québec",6540,NA
NA,"LA TALAUDIERE","France",NA,NA,"frc6541",NA,NA,NA,NA,"Compagnons du devoir","T-FROGS","42350",2017,"Compagnons du devoir","Loire",6541,"http://tfrogs6541.wixsite.com/tfrogs"
NA,"Pittsburg","USA",NA,NA,"frc6542",NA,NA,NA,NA,"Pittsburg High School & Pittsburg High School","Technomancers","66762",2017,"Pittsburg High School","Kansas",6542,NA
NA,"Oakton","USA",NA,NA,"frc6543",NA,NA,NA,NA,"NASA / NVIDIA & Pinnacle Academy School","pumaTECH","22124",2017,"Pinnacle Academy School","Virginia",6543,NA
NA,"Amherstburg","Canada",NA,NA,"frc6544",NA,NA,NA,NA,"Centerline Windsor Ltd/PTC/Tristar&Family/Community","A-Team Robotics","N9V 2Y7",2017,"Family/Community","Ontario",6544,"http:///www.a-teamrobotics.com"
NA,"Tawas City","USA",NA,NA,"frc6545",NA,NA,NA,NA,"Tawas Area High School","Tawas Braves","48763",2017,"Tawas Area High School","Michigan",6545,NA
NA,"Navajo Mountain","USA",NA,NA,"frc6546",NA,NA,NA,NA,"L3 Technologies / American Indian Services / Sahara Cares / AndyMark / TrailersPlus / FRC Team 3132 ""Thunder Down Under"" / San Juan County Commission / Navajo Generating Station & Navajo Mountain High School","Naatsisʼáán Robotics","00000",2017,"Navajo Mountain High School","Utah",6546,NA
NA,"Magnolia","USA",NA,NA,"frc6547",NA,NA,NA,NA,"Texas Workforce Commission / Bezos Foundation & Magnolia West High School","Flaming Metal Robotics","77353",2017,"Magnolia West High School","Texas",6547,NA
NA,"Perry","USA",NA,NA,"frc6548",NA,NA,NA,NA,"Raymond James / Aptek / Professional Metal Works & Perry High School","Perry RAMBOTS","48872",2017,"Perry High School","Michigan",6548,NA
NA,"Caseville","USA",NA,NA,"frc6549",NA,NA,NA,NA,"Caseville School","caseville eagles","48725",2017,"Caseville School","Michigan",6549,NA
NA,"Evart","USA",NA,NA,"frc6550",NA,NA,NA,NA,"Cargill & Evart High School","Wildcat Robotics ","49631",2017,"Evart High School","Michigan",6550,NA
NA,"Port Huron","USA",NA,NA,"frc6551",NA,NA,NA,NA,"4-H Youth Development Organization","MOOTeam","48060",2017,NA,"Michigan",6551,"http:///scc4hrobotics.com"
NA,"Houghton Lake","USA",NA,NA,"frc6552",NA,NA,NA,NA,"Houghton Lake Community Schools/Home Depot of Houghton Lake #2769 (Store Manager: Jeromy Werra)&Houghton Lake High School","RoboCats","48629",2017,"Houghton Lake High School","Michigan",6552,NA
NA,"Oxnard","USA",NA,NA,"frc6553",NA,NA,NA,NA,"Rio Mesa High School","Roboticus","93036",2017,"Rio Mesa High School","California",6553,NA
NA,"La Mirada","USA",NA,NA,"frc6554",NA,NA,NA,NA,"RSD - Refrigeration Supplies Distributor/NASA/ JPL&Family/Community","Phoenix Robotics","90638",2017,"Family/Community","California",6554,"https://www.phoenix6554.com"
NA,"Bursa","Turkey",NA,NA,"frc6555",NA,NA,NA,NA,"Özel Şahinkaya Koleji","Ad Astra","16120",2017,NA,"Bursa",6555,NA
NA,"Waldron","USA",NA,NA,"frc6556",NA,NA,NA,NA,"Hillsdale Dental Associates / G & G Glass / First & Waldron School","Spartan Robotics","49288",2017,"Waldron School","Michigan",6556,NA
NA,"Baraga","USA",NA,NA,"frc6557",NA,NA,NA,NA,"Baraga School","S.R.U - Special Robotics Unit","49908",2017,"Baraga School","Michigan",6557,NA
NA,"Lanse","USA",NA,NA,"frc6558",NA,NA,NA,NA,"L'Anse Manufacturing/Baraga County Community Foundation/Certainteed Saint-Gabain/Skipper's Bar and Grill - L'Anse MI/Homestead Graphics&L'Anse Jr-Sr High School","Aluminum Sting","49946",2017,"L'Anse Jr-Sr High School","Michigan",6558,NA
NA,"Bay City","USA",NA,NA,"frc6559",NA,NA,NA,NA,"Bay-Arenac Isd","Bay-Arenac","48706",2017,"Bay-Arenac Isd","Michigan",6559,NA
NA,"Irvine","USA",NA,NA,"frc6560",NA,NA,NA,NA,"Apple/Gene Haas&Family/Community","Charging Champions","92603",2017,"Family/Community","California",6560,"http:///www.chargingchampions.org"
NA,"Scottville","USA",NA,NA,"frc6561",NA,NA,NA,NA,"Gateway to Success Academy","Omecha Wolf Pack","49454",2017,"Gateway to Success Academy","Michigan",6561,"http://www.g2sacademy.net"
NA,"Mercedes","USA",NA,NA,"frc6562",NA,NA,NA,NA,"DELL / Texas Workforce Commission & Mercedes High School","She Heroes","78570",2017,"Mercedes High School","Texas",6562,NA
NA,"Quesnel","Canada",NA,NA,"frc6563",NA,NA,NA,NA,"CORRELIEU SECONDARY SCHOOL","ROBO CORR","V2J 1G4",2017,"CORRELIEU SECONDARY SCHOOL","British Columbia",6563,NA
NA,"Woodbridge","Canada",NA,NA,"frc6564",NA,NA,NA,NA,"Argosy Foundation/YRDSB/Litens Automotive Group/Marycroft Tiles Ltd&Tommy Douglas Secondary School","TDSS Titans","L4H 4E9",2017,"Tommy Douglas Secondary School","Ontario",6564,NA
NA,"Arapahoe","USA",NA,NA,"frc6565",NA,NA,NA,NA,"Duke Energy/2021 FIRST Robotics Competition Sustainability Grant/NASA&Arapahoe Charter School","Team Bobcat","28510",2017,"Arapahoe Charter School","North Carolina",6565,NA
NA,"Madison Heights","USA",NA,NA,"frc6566",NA,NA,NA,NA,"Lamphere Schools/FCA Foundation/Exotic Automation & Supply/Multistate Transmission&Lamphere High School","Battering Rams","48071",2017,"Lamphere High School","Michigan",6566,NA
NA,"Saint Clair Shores","USA",NA,NA,"frc6567",NA,NA,NA,NA,"Utec (Universal Tool Equipment & Controls)/Toyota/National Defense Industrial Association/Magna&Lake Shore High School","The Broken Drill Bits ","48082",2017,"Lake Shore High School","Michigan",6567,NA
NA,"Decatur","USA",NA,NA,"frc6568",NA,NA,NA,NA,"B & C Enterprise, Lawn Care Service / Special-Lite Inc. / Village Market of Decatur & Decatur High School","Decatur Robotics Team","49045",2017,"Decatur High School","Michigan",6568,NA
NA,"Ontonagon","USA",NA,NA,"frc6569",NA,NA,NA,NA,"Lake Shore Systems, Inc./Great Lakes Sound & Vibration/Lake Superior Credit Union/Jim and Karen Bradley/Peninsula Graphics/Michigan Department of Education/Ontonagon Eagle's Club/Blake's Auto Service/Domitrovich Insurance Agency&Ontonagon Area School","Gladiators","49953",2017,"Ontonagon Area School","Michigan",6569,NA
NA,"Ottawa Lake","USA",NA,NA,"frc6570",NA,NA,NA,NA,"Michigan Department of Education / Link Engineering Company / TNT Solid Solutions & Whiteford Middle High School","Whiteford Bobcats","49267",2017,"Whiteford Middle High School","Michigan",6570,"http://whs6570.com/"
NA,"Lakeview","USA",NA,NA,"frc6571",NA,NA,NA,NA,"W.B. Fabricators Lakeview, Mi. office 989-352-8206  cell 989-287-2658 / PBS Personal Buisness Systems   4004 Chicago Dr.SW Grandville Mi 49418 / Rays of Hope  Grand Rapids, Mi. & Lakeview High School","Lakeview Wildcats","48850",2017,"Lakeview High School","Michigan",6571,NA
NA,"Fife Lake","USA",NA,NA,"frc6572",NA,NA,NA,NA,"Team 6572","Forest Area","49633",2017,"","Michigan",6572,NA
NA,"Alanson","USA",NA,NA,"frc6573",NA,NA,NA,NA,"Michigan Scientific Corporation/Northwest Michigan Industrial Association/W.W. Fairbairn & Sons/Circuit Controls Corporation&Alanson Public School","Alanson Viking Robotics","49706",2017,"Alanson Public School","Michigan",6573,NA
NA,"Whitewater","USA",NA,NA,"frc6574",NA,NA,NA,NA,"Wisconsin Department of Public Instruction/Whitewater High School/In Memory of Howard P. Nelson/Pentair/Generac Power Systems/The Coburn Company/LSP Whitewater/Whitewater Manufacturing/Delta Kappa Gamma/Family Album/Milwaukee Tool/NASA/Lavelle Industries/HSI Rentals/Schenck Process/First Citizens State Bank/Kikkoman Foods/Ketterhagen Motors/Family & Community Members&Whitewater High School","Ferradermis","53190",2017,"Whitewater High School","Wisconsin",6574,"http://www.ferradermis.org"
NA,"Tempe","Australia",NA,NA,"frc6575",NA,NA,NA,NA,"Rockwell Automation/Talent HR&Tempe High School","Tempe T-Rex","2044",2017,"Tempe High School","New South Wales",6575,NA
NA,"Hanoi","Vietnam",NA,NA,"frc6576",NA,NA,NA,NA,"High School Science Education","High School Science Education","10000",2017,NA,"Ha Noi",6576,NA
NA,"Kolkata","India",NA,NA,"frc6577",NA,NA,NA,NA,"FRC Team 3132 & South City International School","South City International School","700068",2017,NA,"West Bengal",6577,NA
NA,"New Delhi","India",NA,NA,"frc6578",NA,NA,NA,NA,"G D Goenka","G D Goenka","110075",2017,NA,"Delhi",6578,NA
NA,"Helensburgh","Australia",NA,NA,"frc6579",NA,NA,NA,NA,"Blackbird Ventures/Argosy Foundation/Ford Australia/AARNet/B.A and N Whipp Plastics/TAFE Illawarra/All Source Aluminium Supplies/Metropolitan Coal/Macquarie University/Charlie Designs/Versuita Mechanica/Bryan Scott&Komplete Kaos Inc","Komplete Kaos Inc","2508",2017,"Komplete Kaos Inc","New South Wales",6579,"http://kompletekaos.org/"
NA,"Marshall","USA",NA,NA,"frc6580",NA,NA,NA,NA,"Autocam Corporation/Beadle Lake Veterinary Clinic/Eaton Corporation/Progressive Dynamics/Team1 Plastics/FUG Screen Print & Embroidery/Cornwell's Turkeyville&Marshall Academy","Positive Charge","49068",2017,"Marshall Academy","Michigan",6580,NA
NA,"Hancock","USA",NA,NA,"frc6581",NA,NA,NA,NA,"Hancock Middle High School","In memory of John Holladay: Hancock Bobotics; The Saga Continues","49930",2017,"Hancock Middle High School","Michigan",6581,NA
NA,"Vestaburg","USA",NA,NA,"frc6582",NA,NA,NA,NA,"Michigan Department of Education / Advanced Machining And Tooling / Aggressive Tooling, Inc. / Helena / Blanchard's Thriftway / Larry's Electric & Vestaburg High School","Vestabots","48891",2017,"Vestaburg High School","Michigan",6582,"http:/// www.vestabots6582.weebly.com"
NA,"Plymouth","USA",NA,NA,"frc6583",NA,NA,NA,NA,"Tenneco/Ford FIRST/Sprague Systems LLC/State of Michigan&New School High","Human Error","48170",2017,"New School High","Michigan",6583,"https://www.facebook.com/6583HumanError"
NA,"Kensington","USA",NA,NA,"frc6584",NA,NA,NA,NA,"The Academy of the Holy Cross/Valboost/Showbest Fixtures/Velos/Leidos/Boeing/University of Maryland, College Park, Clarke School of Engineering&Academy of the Holy Cross","AHC Transformers","20895",2017,"Academy of the Holy Cross","Maryland",6584,"http://www.academyoftheholycross.org/"
NA,"Many Farms","USA",NA,NA,"frc6585",NA,NA,NA,NA,"AZFirst / Steve Sanghi Family Foundation / James. A. Unruh Family Foundation & Many Farms High School","Hózhóogo Naasháa Doo (Walk in Beauty)","86538",2017,"Many Farms High School","Arizona",6585,NA
NA,"Texarkana","USA",NA,NA,"frc6586",NA,NA,NA,NA,"Arkansas Senior High School","Tuskin' Raiders","71854",2017,"Arkansas Senior High School","Arkansas",6586,NA
NA,"Hillsdale","USA",NA,NA,"frc6587",NA,NA,NA,NA,"Will Carleton Charter School Academy","WCA Cougars","49242",2017,NA,"Michigan",6587,NA
NA,"Lawton","USA",NA,NA,"frc6588",NA,NA,NA,NA,"Lawton High School/Adams Hardware/Manning Enterprises/Honee Bear Canning/Lawton Kids First /NASA/The Burris Family&Lawton High School","Counter-Torque Robotics","49065",2017,"Lawton High School","Michigan",6588,"http://www.lawtoncs.org/"
NA,"Bloomingdale","USA",NA,NA,"frc6589",NA,NA,NA,NA,"2020 FRC Registration Gap Grant/FIRST in Michigan/Toyota/Danes Family/Holton Family&Bloomingdale Middle High Sch","Cardinal Robotics","49026",2017,"Bloomingdale Middle High Sch","Michigan",6589,NA
NA,"Brooklyn","USA",NA,NA,"frc6590",NA,NA,NA,NA,"Transit Tech CTE High School","SaviTech","11208",2017,"Transit Tech CTE High School","New York",6590,NA
NA,"Stockbridge","USA",NA,NA,"frc6591",NA,NA,NA,NA,"Tenneco/Fiat-Chrysler Foundation/Copper Tool and Die/Stockbridge Ace Hardware/The Unadilla Store/General Motors & Stockbridge Jr Sr High School","Panther Powered Robotics 6591","49285",2017,"Stockbridge Jr Sr High School","Michigan",6591,NA
NA,"Lansing","USA",NA,NA,"frc6592",NA,NA,NA,NA,"Chem-Trend / Padnos & J W Sexton High School","Sexton Redbots","48915",2017,"J W Sexton High School","Michigan",6592,NA
NA,"Richmond Hill","USA",NA,NA,"frc6593",NA,NA,NA,NA,"Pershing Square Foundation&Richmond Hill High School","HyperDrive Robotics","11418",2017,"Richmond Hill High School","New York",6593,NA
NA,"Lansing","USA",NA,NA,"frc6594",NA,NA,NA,NA,"Everett High School","EV ROBOTICS","48911",2017,"Everett High School","Michigan",6594,NA
NA,"Lansing","USA",NA,NA,"frc6595",NA,NA,NA,NA,"Underground Printing / Chem-Trend / Padnos & Eastern Jr Sr High School","QUAKE","48915",2017,"Eastern Jr Sr High School","Michigan",6595,NA
NA,"Ashley","USA",NA,NA,"frc6596",NA,NA,NA,NA,"Ashley High School","Ashley BearBots","48806",2017,NA,"Michigan",6596,NA
NA,"Saginaw","USA",NA,NA,"frc6597",NA,NA,NA,NA,"Chemical Bank (CFC) / Nexteer Automotive / The Dow Chemical Company / Dow Corning / Vector / SVRC Industries, Inc. & Saginaw Learn to Earn Academy","Eagles","48603",2017,"Saginaw Learn to Earn Academy","Michigan",6597,NA
NA,"Northport","USA",NA,NA,"frc6599",NA,NA,NA,NA,"Northport Public School","Northport Wildcats","49670",2017,"Northport Public School","Michigan",6599,NA
NA,"Baldwin","USA",NA,NA,"frc6600",NA,NA,NA,NA,"Mason-Lake Oceana Mathematics and Science Center&Baldwin Jr Sr High School","Tech Heads","49304",2017,"Baldwin Jr Sr High School","Michigan",6600,"http://www.baldwin.k12.mi.us/robotics.aspx"
NA,"Staten Island","USA",NA,NA,"frc6601",NA,NA,NA,NA,"Goulding Goats&Family/Community","Easy Company","10309",2017,"Family/Community","New York",6601,NA
NA,"Little Rock","USA",NA,NA,"frc6602",NA,NA,NA,NA,"Mt St Mary Academy","Belle Bots","72205",2017,"Mt St Mary Academy","Arkansas",6602,NA
NA,"Weyburn","Canada",NA,NA,"frc6603",NA,NA,NA,NA,"SOUTH EAST CORNERSTONE SCHOOL DIVISION 209","Cornerstone Crushers","S4H 2W4",2017,"SOUTH EAST CORNERSTONE SCHOOL DIVISION 209","Saskatchewan",6603,NA
NA,"CULIACAN","Mexico",NA,NA,"frc6604",NA,NA,NA,NA,"Tecmilenio - Culiacan/Argosy Foundation/Construcciones Dicemi S.A. de C.V./Industrias Godoy/Ery Agroinsumos & UNIVERSIDAD TECMILENIO CAMPUS CULIACAN","Tecmilenio - Equipo ITAC - 6604","80100",2017,"UNIVERSIDAD TECMILENIO CAMPUS CULIACAN","Sinaloa",6604,NA
NA,"Cuernavaca","Mexico",NA,NA,"frc6605",NA,NA,NA,NA,"Tecmilenio - Cuernavaca/Argosy Foundation /MASISA S.A./Arq. Jorge Ham Tamayo&Universidad Tecmilenio Campus Cuernavaca"," Imperium Fons- 6605 Tecmilenio Cuernavaca","62589 ",2017,"Universidad Tecmilenio Campus Cuernavaca","Morelos",6605,NA
NA,"Metepec","Mexico",NA,NA,"frc6606",NA,NA,NA,NA,"&Universidad Tecmilenio","Tecmilenio PINK HAWKS 6606","52172",2017,"Universidad Tecmilenio","Mexico",6606,NA
NA,"Veracruz","Mexico",NA,NA,"frc6607",NA,NA,NA,NA,"Universidad Tecmilenio Campus Veracruz","Tecmilenio - ARMY ROBOT TECHNOLOGY - 6607","95263",2017,"Universidad Tecmilenio Campus Veracruz","Veracruz",6607,NA
NA,"Tlaquepaque","Mexico",NA,NA,"frc6608",NA,NA,NA,NA,"UNIVERSIDAD TECMILENIO CAMPUS GUADALAJARA SUR","Tecmilenio ARCADIA","45530",2017,"UNIVERSIDAD TECMILENIO CAMPUS GUADALAJARA SUR","Jalisco",6608,NA
NA,"Live Oak","USA",NA,NA,"frc6609",NA,NA,NA,NA,"Suwannee High School","Suwannee Bulldogs","32064",2017,"Suwannee High School","Florida",6609,"http:///Suwannee Robotics  (facebook)"
NA,"Burton","USA",NA,NA,"frc6610",NA,NA,NA,NA,"Eldec LLC&Bendle High School","Robot Roll Call","48529",2017,"Bendle High School","Michigan",6610,NA
NA,"Au Gres","USA",NA,NA,"frc6611",NA,NA,NA,NA,"Bopp Busch&Augres-Sims High School","WolverBots","48703",2017,"Augres-Sims High School","Michigan",6611,NA
NA,"Antioch","USA",NA,NA,"frc6612",NA,NA,NA,NA,"Deer Valley High School","NexGen Robotics","94531",2017,"Deer Valley High School","California",6612,"https://www.dvhsrobotics.org/"
NA,"Hurley","USA",NA,NA,"frc6613",NA,NA,NA,NA,"Extreme Tool / ModTruss / Mark and Denise Stephens / Hurley Education Foundation & Hurley K-12 School & A D Johnston Jr Sr High School & Luther L Wright K-12 School & Wakefield Marenisco School","Gogebic Range Robotics","54534",2017,"Hurley K-12 School & Wakefield Marenisco School & Luther L Wright K-12 School & A D Johnston Jr Sr High School","Wisconsin",6613,NA
NA,"İSTANBUL","Turkey",NA,NA,"frc6614",NA,NA,NA,NA,"TED İSTANBUL KOLEJİ VAKFI ÖZEL ÖĞRETİM KURUMLARI İKTİSADİ İŞLETMESİ&TED ISTANBUL COLLEGE FOUNDATION PRIVATE HIGH SCHOOL","ROBOTEDIST","34800",2017,"TED ISTANBUL COLLEGE FOUNDATION PRIVATE HIGH SCHOOL","Istanbul",6614,"http:///www.robotedist.org"
NA,"Belleville","USA",NA,NA,"frc6615",NA,NA,NA,NA,"Belleville Yacht Club / Stoney Creek Motorsports / ZF North America / Constellium / Van Buren Education Foundation & Belleville High School","Belle Voxel - Bots","48111",2017,"Belleville High School","Michigan",6615,NA
